Order_ID,Order_Date,Customer_ID,Customer_Name,Customer_Age,Customer_Gender,Region,City,Product_ID,Product_Name,Category,Brand,Quantity,Unit_Price,Unit_Cost,Discount_Percentage,Payment_Method,Customer_Segment,Order_Status,Salesperson
11210,2025-08-11,C11210,Jeanette Miller,30,Male,East,Mumbai,P2564,Printer,Electronics,,2,29637,42395,20,UPI,Small Business,Pending,Priya
11211,2025-04-26,C11211,Ashley Fisher,35,,East,Chennai,P6752,Keyboard,Electronics,Dell,1,5666,35838,0,Net Banking,Consumer,Cancelled,Divya
11212,2025-11-04,C11212,Anthony Day,26,Male,East,Delhi,P1007,Laptop,Electronics,Samsung,4,2741,44944,5,XYZPay,Small Business,Returned,Raj
11213,2024-07-18,C11213,Cheryl Porter,53,Female,South,Hyderabad,P9170,Keyboard,Electronics,Dell,1,15387,15605,20,Net Banking,Corporate,Cancelled,Raj
11214,2025-06-24,C11214,Alexandra Evans,32,Female,East,Pune,P9702,Mouse,Electronics,Apple,7,25806,14910,5,Cash,Consumer,Cancelled,Priya
11215,2025-05-03,C11215,Natalie Jackson,50,Male,East,Chennai,P2696,Mouse,Accessories,Samsung,9,36330,52070,10,Net Banking,Corporate,Cancelled,Raj
11216,2025-07-30,C11216,Kyle Gray,38,Female,North,BANGALORE,P8121,Keyboard,Electronics,Samsung,6,70924,36999,5,Net Banking,Consumer,Delivered,Raj
11217,2025-04-09,C11217,Steven Davila,44,Male,North,Hyderabad,P7684,Monitor,Electronics,HP,9,29773,59306,5,Debit Card,Small Business,Pending,Divya
11218,2026-01-28,C11218,Dr. Stephen Love,58,Male,North,Mumbai,P2896,Keyboard,Electronics,,2,45193,35690,20,Net Banking,Corporate,Cancelled,Priya
11219,2026-05-23,C11219,Erica Mitchell,32,,West,Bangalore,P8946,Keyboard,Electronics,Logitech,8,57053,53974,0,Cash,Consumer,Returned,Arun
11220,2026-03-18,C11220,Anthony Walker,19,,South,Bangalore,P2398,Mobile,Accessories,Logitech,9,1249465,4158,20,Credit Card,Corporate,Cancelled,Raj
11221,2024-11-23,C11221,Kimberly Garrett,31,Male,North,Hyderabad,P8330,Mobile,Electronics,Apple,7,71328,36968,5,Debit Card,Corporate,Pending,Priya
11222,2025-11-06,C11222,Thomas Mcintyre,59,Female,South,Hyderabad,P7978,Monitor,Electronics,Lenovo,2,18504,47820,20,Net Banking,Consumer,Cancelled,Arun
11223,2026-01-08,C11223,Alec Foster,59,Male,South,Chennai,P1822,Laptop,Accessories,Samsung,6,59553,40943,5,Net Banking,Corporate,Delivered,Arun
11224,2025-12-22,C11224,Steven Roberts,42,Female,South,Bangalore,P4550,Keyboard,Accessories,HP,5,70350,53216,5,Cash,Small Business,Delivered,Priya
11225,2025-09-06,C11225,Joseph Clark,29,Male,North,Hyderabad,P9572,Keyboard,Electronics,Logitech,1,55423,3564,10,Credit Card,Small Business,Cancelled,Kumar
11226,2024-12-04,C11226,Donald Hoffman,32,Female,North,Chennai,P3457,Mouse,Electronics,Dell,1,78651,48436,5,Credit Card,Small Business,Returned,Arun
11227,2025-12-15,C11227,Lawrence Summers,51,Male,North,Mumbai,P3948,Keyboard,Accessories,Logitech,3,79599,36420,10,Credit Card,Corporate,Returned,Priya
11228,2024-06-20,C11228,Shelia Taylor,30,Female,South,Hyderabad,P1458,Monitor,Electronics,,9,6180,13179,0,Net Banking,Small Business,Returned,Divya
11229,2026-05-19,C11229,Brittney Lane,34,Male,East,Delhi,P4069,Tablet,Electronics,Samsung,6,40143,59020,20,Debit Card,Small Business,Returned,Priya
11230,2026-06-12,C11230,Brian Davis,34,Female,North,Chennai,P7302,Mouse,Electronics,HP,9,51569,1151,10,Debit Card,Consumer,Returned,Arun
11231,2024-08-01,C11231,Sharon Hernandez,44,Female,North,Hyderabad,P7166,Monitor,Accessories,Dell,9,54428,43302,0,Credit Card,Corporate,Cancelled,Kumar
11232,2024-12-17,C11232,Travis Mora,35,Male,East,Delhi,P7815,Printer,Electronics,Lenovo,3,11369,39246,10,Net Banking,Small Business,Pending,Arun
11233,2026-04-16,C11233,Vanessa Nguyen,18,Female,West,Bangalore,P3599,Mouse,Accessories,Apple,8,45206,59458,5,Cash,Small Business,Cancelled,Raj
11234,2024-07-17,C11234,Crystal Young,51,Male,East,Hyderabad,P1459,Mouse,Electronics,Samsung,1,4449891,33409,5,Credit Card,Consumer,Cancelled,Arun
11235,2026-05-18,C11235,Travis Powell,47,Female,North,Delhi,P2467,Tablet,Accessories,Logitech,8,65773,22099,5,Debit Card,Corporate,Pending,Priya
11236,2025-06-21,C11236,Albert Potts,23,Male,South,Delhi,P1633,Laptop,Accessories,Samsung,5,35493,52559,5,Credit Card,Small Business,Cancelled,Priya
11237,2025-01-16,C11237,Kathryn Williams,39,Male,North,Hyderabad,P3460,Monitor,Accessories,Apple,4,7647,55633,20,Net Banking,Consumer,Cancelled,Kumar
11238,2025-12-18,C11238,Loretta Forbes,41,Female,East,Pune,P6367,Keyboard,Electronics,Apple,8,9819,23000,15,UPI,Consumer,Returned,Raj
11239,2026-05-24,C11239,Joel Zimmerman,27,Female,West,Pune,P4278,,Accessories,Samsung,8,45976,44704,20,Net Banking,Consumer,Delivered,Arun
11240,2024-08-16,C11240,Jacob Carpenter,20,Male,West,Bangalore,P2398,Laptop,Accessories,Lenovo,4,16589,39669,15,Cash,Consumer,Returned,Raj
11241,2025-12-17,C11241,Billy Rivera,40,Female,East,Mumbai,P8321,Tablet,Accessories,HP,9,30649,48366,0,UPI,Consumer,Cancelled,Divya
11242,2025-06-01,C11242,John Williams,25,Female,South,Bangalore,P4687,Printer,Accessories,,9,71622,34017,20,Cash,Consumer,Pending,Divya
11243,2025-03-04,C11243,Julie Camacho,38,Male,North,Mumbai,P9814,Tablet,Accessories,Samsung,2,63356,1002,20,UPI,Consumer,Pending,Arun
11244,2025-05-30,C11244,Todd Stanley,35,Male,East,Chennai,P4939,  Tablet  ,Accessories,Dell,9,21957,30252,20,Net Banking,Consumer,Returned,Raj
11245,2025-04-22,C11245,Justin Parker,59,Female,East,,P1128,Laptop,Accessories,Dell,7,21042,45982,20,Net Banking,Consumer,Delivered,Kumar
11246,2025-04-01,C11246,Janice Caldwell,51,Male,South,Hyderabad,P7593,Printer,Accessories,Dell,3,7361,48697,15,UPI,Consumer,Cancelled,Priya
11247,2026-03-28,C11247,Barbara Guzman,22,Male,South,Mumbai,P4553,Printer,Accessories,Logitech,1,47927,11189,20,Debit Card,Small Business,Pending,Kumar
11248,2024-12-05,C11248,Mark Mckay,51,Female,West,Mumbai,P9721,Mobile,Accessories,Lenovo,6,75868,9261,5,UPI,Corporate,Cancelled,Arun
11249,2025-11-15,C11249,Max Ramirez,27,Male,West,Chennai,P4069,Monitor,Accessories,,4,52351,51420,15,Cash,Small Business,Returned,Kumar
11250,2026-01-14,C11250,Catherine Hughes,45,Male,South,Hyderabad,P5129,Keyboard,Electronics,Lenovo,8,18213,49535,5,Cash,Small Business,Pending,Divya
11251,2025-02-20,C11251,Cody Miller,44,Male,West,Hyderabad,P5793,Mobile,Accessories,,3,22835,13047,5,Debit Card,Consumer,Returned,Raj
11252,2026-02-23,C11252,Christian Daniels,22,Female,East,Chennai,P7578,Printer,Electronics,,5,3505,50297,10,Debit Card,Corporate,Pending,Kumar
11253,2025-05-15,C11253,Alec Mcgee,41,Female,East,Hyderabad,P4561,Monitor,Accessories,HP,6,25035,8837,15,Cash,Corporate,Delivered,Arun
11254,2024-06-27,C11254,Michael Burton,27,Male,North,Pune,P9787,Tablet,Electronics,Lenovo,1,59675,16162,20,Debit Card,Consumer,Cancelled,Divya
11255,2025-11-05,C11255,Clinton Thomas,47,Female,North,Bangalore,P8408,,Accessories,Logitech,4,819534,23083,15,Credit Card,Small Business,Pending,Raj
11256,,C11256,Shari Vasquez,57,Male,North,Chennai,P6294,Mobile,Electronics,Samsung,9,71026,20338,15,Debit Card,Corporate,Delivered,Priya
11257,2025-05-13,C11257,Rachel Orozco,25,Female,West,Hyderabad,P6350,Keyboard,Accessories,HP,2,17550,18897,10,UPI,Consumer,Delivered,Raj
11258,2026-06-15,C11258,Robert Massey,-5,Female,North,Pune,P6850,Tablet,Electronics,Apple,3,15267,21149,0,UPI,Consumer,Cancelled,Priya
11259,2025-05-09,C11259,Eric Parks,59,Female,South,Bangalore,P9393,Mobile,Electronics,Dell,5,9888,44884,15,Net Banking,Consumer,Pending,Priya
11260,2025-02-14,C11260,Devin Castro,26,Female,North,Pune,P8088,Mouse,Accessories,Apple,1,47677,5267,10,Credit Card,Consumer,Returned,Raj
11261,2026-01-23,C11261,Jared Snow,42,Female,West,Delhi,P7880,Mobile,Electronics,Lenovo,8,74353,39256,5,Net Banking,Consumer,Delivered,Raj
11262,2024-12-08,C11262,James Stark,30,Female,South,Mumbai,P5258,Mobile,Electronics,Lenovo,2,53884,22525,10,Debit Card,Consumer,Pending,Kumar
11263,2024-08-22,C11263,Ashley Mcgrath,49,Female,South,Bangalore,P6009,  Mobile  ,Electronics,HP,3,13401,55268,20,Cash,Corporate,Returned,Kumar
11264,2026-06-12,C11264,Debra Gonzalez,38,Female,West,Delhi,P7806,Monitor,Electronics,Apple,4,37958,13901,20,Net Banking,Corporate,Returned,Arun
11265,2024-07-30,C11265,Mrs. Amy Long,47,Male,West,Delhi,P2791,Keyboard,Electronics,Samsung,2,61477,9551,0,Net Banking,Corporate,Delivered,Raj
11266,2026-02-26,C11266,Ariana Holloway,19,Male,South,Delhi,P7485,Keyboard,Accessories,Logitech,9,53694,45893,15,Debit Card,Small Business,Returned,Kumar
11267,2026-01-09,C11267,Mark Davis,49,Male,West,Bangalore,P7773,Mobile,Electronics,Lenovo,1,69047,9632,0,Net Banking,Consumer,Delivered,Kumar
11268,2025-02-21,C11268,Brittany Norton,52,Male,South,Delhi,P1827,Monitor,Accessories,Apple,9,3243,57522,0,Debit Card,Corporate,Cancelled,Raj
11269,2025-01-26,C11269,Regina Garcia,58,Male,East,Pune,P7471,Printer,Accessories,Lenovo,8,2923259,26341,20,Debit Card,Consumer,Delivered,Divya
11270,2026-05-07,C11270,,57,Male,West,Chennai,P5784,Tablet,Accessories,HP,5,1169,5995,5,Net Banking,Corporate,Returned,Raj
11271,2024-11-20,C11271,Kayla Williams,51,Female,West,Hyderabad,P5154,Mouse,Accessories,Lenovo,1,32372,49034,20,Debit Card,Small Business,Pending,Kumar
11272,2026-01-08,C11272,Mr. Peter Howell DDS,52,Male,North,Mumbai,P1241,Printer,Electronics,,6,52620,18911,0,Net Banking,Consumer,Pending,Priya
11273,2025-08-17,C11273,Natasha Knapp,43,Female,East,Mumbai,P7098,Laptop,Accessories,Apple,7,62249,2650,10,Credit Card,Small Business,Returned,Priya
11274,2025-12-19,C11274,Adam Lopez,39,Male,South,Chennai,P9637,Monitor,Electronics,Apple,6,77015,18052,0,UPI,Small Business,Pending,Kumar
11275,2025-06-17,C11275,Matthew Johnson,57,Male,West,Hyderabad,P5617,Mobile,Accessories,Logitech,1,48615,26037,20,Debit Card,Small Business,Cancelled,Raj
11276,2024-08-16,C11276,Molly Watkins,27,Male,East,Hyderabad,P6297,Monitor,Electronics,Samsung,9,14344,52456,10,XYZPay,Corporate,Delivered,Arun
11277,2025-09-28,C11277,Stephanie Chase,29,Male,North,Chennai,P8553,Keyboard,Electronics,Logitech,8,13931,56921,5,Credit Card,Small Business,Delivered,Priya
11278,2024-08-27,C11278,Alexis Watson,33,Male,West,Bangalore,P9098,Monitor,Accessories,Apple,9,49371,7812,20,Credit Card,Small Business,Delivered,Kumar
11279,2025-05-14,C11279,Stephanie Ramos,46,Male,North,Mumbai,P9759,Laptop,Accessories,Apple,9,14490,5927,20,Cash,Consumer,Cancelled,Raj
11280,2024-12-11,C11280,James Serrano,22,Female,North,Hyderabad,P3935,  Keyboard  ,Accessories,Apple,8,77091,44048,0,Credit Card,Small Business,Delivered,Priya
11281,2026-04-25,C11281,Frank Combs,34,Female,West,Delhi,P2400,Laptop,Accessories,Samsung,7,73585,7913,15,Net Banking,Consumer,Cancelled,Priya
11282,2024-12-09,C11282,Steven Marks,39,Female,North,Bangalore,P1975,Laptop,Electronics,Logitech,1,7012,44165,5,Net Banking,Small Business,Returned,Arun
11283,2026-05-16,C11283,Justin Lewis,45,Female,North,Pune,P5835,Monitor,Accessories,,5,53026,41040,20,Debit Card,Consumer,Returned,Priya
11284,2026-01-19,C11284,Courtney Turner,38,Female,West,Bangalore,P4865,Mobile,Accessories,Apple,2,26498,10043,0,UPI,Corporate,Cancelled,Arun
11285,2026-05-30,C11285,Keith Adams,51,Female,North,Bangalore,P6046,Monitor,Accessories,Dell,9,7138,18575,5,Cash,Small Business,Returned,Arun
11286,2024-10-19,C11286,Shannon White,38,Male,North,,P6928,Printer,Accessories,Samsung,5,74427,42956,15,Debit Card,Corporate,Pending,Priya
11287,2026-06-08,C11287,,24,Male,West,Pune,P2162,Laptop,Electronics,Dell,6,10338,10741,20,UPI,Corporate,Pending,Arun
11288,2025-01-04,C11288,Jonathan Turner,39,,North,Mumbai,P8289,Printer,Electronics,Apple,5,42746,51931,0,Credit Card,Consumer,Delivered,Divya
11289,2026-05-11,C11289,Cassandra Moore,47,Female,South,Chennai,P2238,Mouse,Electronics,Logitech,7,33990,37935,10,Net Banking,Corporate,Cancelled,Divya
11290,2025-05-31,C11290,Ethan Flores,26,Male,West,Delhi,P4037,Monitor,Accessories,Logitech,1,13121,59785,20,Net Banking,Corporate,Cancelled,Priya
11291,2024-11-25,C11291,Sheri Clarke,40,Female,North,Bangalore,P5738,Laptop,Accessories,HP,6,53366,36424,5,Debit Card,Consumer,Delivered,Kumar
11292,2026-06-05,C11292,Eric Solis,59,Female,North,Chennai,P6757,Monitor,Accessories,Logitech,4,28416,14293,5,Cash,Consumer,Pending,Arun
11293,2024-06-19,C11293,,49,,East,Mumbai,P5639,Mobile,Electronics,Dell,2,31884,57996,5,Credit Card,Corporate,Pending,Divya
11294,2026-03-22,C11294,Mark Hurley,38,Male,North,Chennai,P7774,Tablet,Accessories,Apple,5,75646,45053,0,Cash,Corporate,Returned,Divya
11295,2026-02-23,C11295,Adam Walton,26,Male,East,Bangalore,P9729,Monitor,Electronics,Lenovo,6,40893,30357,20,UPI,Corporate,Pending,Arun
11296,2024-12-01,C11296,Jeffrey Price,39,Female,East,Pune,P8737,Monitor,Electronics,Lenovo,7,5924,25755,10,UPI,Corporate,Pending,Priya
11297,2026-01-01,C11297,Rebecca Richardson,39,,South,Chennai,P4067,Mouse,Accessories,HP,1,24190,24462,0,Credit Card,Consumer,Cancelled,Arun
11298,2024-12-23,C11298,Sharon Coleman,25,Female,North,Chennai,P3014,Laptop,Accessories,HP,9,79134,47117,20,Debit Card,Consumer,Pending,Divya
11299,2026-01-03,C11299,Troy Diaz,23,Female,East,Bangalore,P9555,Mouse,Accessories,HP,1,73111,46025,5,Debit Card,Small Business,Delivered,Kumar
11300,,C11300,Jared Jones,54,Male,North,Delhi,P5142,Monitor,Electronics,Lenovo,5,36122,32503,0,Cash,Small Business,Delivered,Divya
11301,2024-08-26,C11301,Danielle Smith,27,Male,North,Bangalore,P3693,Printer,Accessories,Dell,9,6057,29702,15,UPI,Corporate,Delivered,Priya
11302,2025-04-03,C11302,,59,Male,South,Delhi,P2589,Printer,Electronics,HP,8,7620,49704,20,Net Banking,Corporate,Cancelled,Divya
11303,2025-02-07,C11303,Cynthia Gibson,58,Male,North,Chennai,P7516,Keyboard,Accessories,Lenovo,8,74042,617,15,UPI,Small Business,Returned,Divya
11304,2024-09-18,C11304,Kevin Mcdaniel,44,Female,South,Chennai,P6780,Mouse,Electronics,Apple,8,78561,4076,20,Cash,Corporate,Cancelled,Divya
11305,2024-11-10,C11305,Gerald Lara,31,Female,North,Delhi,P8365,Mouse,Accessories,Lenovo,7,30460,39324,15,Credit Card,Corporate,Pending,Divya
11306,2024-07-09,C11306,Kevin Webster,26,Female,North,Delhi,P1041,Tablet,Accessories,Samsung,4,49161,38173,15,Net Banking,Consumer,Pending,Kumar
11307,2024-12-08,C11307,Christopher Willis,35,Male,North,Mumbai,P7761,Tablet,Accessories,Apple,7,28656,18055,10,Debit Card,Consumer,Cancelled,Divya
11308,2024-07-17,C11308,Jesse Jacobs,58,Male,West,Bangalore,P7219,Mobile,Accessories,Lenovo,7,4524,27615,5,Credit Card,Small Business,Pending,Priya
11309,2024-11-02,C11309,Jesus Wilson,24,Female,South,Delhi,P7085,Tablet,Accessories,Logitech,7,40679,22883,10,Cash,Small Business,Returned,Kumar
11310,2025-10-09,C11310,Mary Novak,31,Male,South,PUNE,P8827,Mobile,Accessories,Dell,9,28440,11258,15,UPI,Small Business,Pending,Arun
11311,2025-09-26,C11311,Desiree Thomas,54,Male,South,Delhi,P6489,Keyboard,Electronics,Lenovo,6,5819,19544,20,Cash,Consumer,Delivered,Priya
11312,2024-11-01,C11312,Gregory Madden,30,Male,North,Delhi,P8929,Mobile,Accessories,Apple,9,16634,12759,20,Debit Card,Corporate,Pending,Raj
11313,2024-11-12,C11313,Jesse Gibson,0,Female,East,Chennai,P7959,Mobile,Electronics,Samsung,1,21791,18055,5,Debit Card,Consumer,Pending,Divya
11314,2024-10-17,C11314,Rebecca Smith,23,Male,East,Hyderabad,P2586,Keyboard,Electronics,Lenovo,3,33334,34267,15,Cash,Small Business,Delivered,Priya
11315,2026-06-07,C11315,Scott Scott,44,Male,North,Delhi,P3051,Monitor,Electronics,Lenovo,2,2159,54422,5,Credit Card,Consumer,Cancelled,Arun
11316,2025-11-04,C11316,Brooke Williams,50,Male,North,Delhi,P1678,Keyboard,Accessories,,5,24426,59008,0,UPI,Small Business,Delivered,Arun
11317,2026-05-06,C11317,Edward Perez,47,Female,North,Pune,P4903,Keyboard,Electronics,Samsung,7,13076,38401,10,Debit Card,Small Business,Cancelled,Priya
11318,2024-07-22,C11318,Brittany Kelly,25,Female,West,Pune,P5535,Tablet,Electronics,Samsung,3,49005,59567,10,Debit Card,Small Business,Delivered,Divya
11319,2025-10-01,C11319,Eduardo Velasquez,41,Male,North,Pune,P8219,Laptop,Accessories,Lenovo,9,57798,26758,20,Debit Card,Consumer,Returned,Divya
11320,2024-09-02,C11320,Sean Mcguire,26,Female,West,Pune,P2134,Mobile,Accessories,HP,6,25184,14744,15,Credit Card,Corporate,Delivered,Kumar
11321,2025-06-29,C11321,Brandy Fox,46,Female,South,Delhi,P4152,Tablet,Accessories,Apple,6,57245,25336,10,Cash,Consumer,Pending,Raj
11322,2025-06-27,C11322,Mary Jimenez,23,Female,West,Delhi,P9451,Keyboard,Accessories,Dell,8,36733,9903,15,Credit Card,Corporate,Pending,Kumar
11323,2025-01-28,C11323,Sydney Hernandez,56,Female,North,Pune,P6677,Printer,Accessories,Samsung,4,65890,22137,10,Credit Card,Corporate,Delivered,Divya
11324,2026-05-06,C11324,Jared Ramirez,31,Female,West,Delhi,P3941,Monitor,Electronics,HP,5,36849,8347,15,Debit Card,Small Business,Delivered,Divya
11325,2026-03-19,C11325,Robert Butler,32,Female,South,Bangalore,P4993,Laptop,Accessories,Logitech,7,16665,48176,15,UPI,Corporate,Returned,Arun
11326,2025-01-19,C11326,Troy Shaw,40,Male,North,Chennai,P2538,Laptop,Electronics,HP,7,4550232,59412,15,UPI,Corporate,Delivered,Kumar
11327,2024-07-20,C11327,Monica Flores,22,Male,South,Bangalore,P5663,Mobile,Electronics,Lenovo,5,42982,9334,15,Debit Card,Corporate,Pending,Kumar
11328,2026-05-14,C11328,Ashley Ferrell,35,Female,West,Hyderabad,P2628,Tablet,Electronics,Logitech,9,49874,42237,15,Debit Card,Corporate,Delivered,Kumar
11329,2025-08-22,C11329,Heather Castro,23,Female,South,Mumbai,P5722,Tablet,Accessories,Lenovo,1,63125,32251,5,Credit Card,Consumer,Pending,Arun
11330,2026-03-10,C11330,Shawn Wilson,53,Female,South,Hyderabad,P4701,Laptop,Accessories,Lenovo,7,57368,53015,10,UPI,Small Business,Delivered,Priya
11331,2026-04-26,C11331,Gabriela Hunter,33,Female,West,Mumbai,P3998,Mouse,Accessories,Lenovo,8,12060,38008,0,Debit Card,Corporate,Delivered,Divya
11332,2024-11-09,C11332,Mr. David Roberts MD,42,Female,West,Mumbai,P2580,Mobile,Electronics,Samsung,6,70160,56849,5,Net Banking,Corporate,Cancelled,Raj
11333,2026-03-07,C11333,Kelsey Holt,34,Female,North,Pune,P1257,Laptop,Accessories,Lenovo,8,13285,1003,0,Cash,Corporate,Pending,Kumar
11334,2024-12-03,C11334,Theresa Sullivan,38,Male,East,Hyderabad,P9083,  Laptop  ,Accessories,Apple,1,8849,15073,15,Net Banking,Small Business,Pending,Raj
11335,2025-06-14,C11335,Joshua May,52,Female,East,Mumbai,P2329,Mobile,Electronics,HP,5,8311,34588,20,Debit Card,Consumer,Delivered,Divya
11336,2025-08-21,C11336,Lindsey Clayton,18,Male,South,Hyderabad,P3800,Mouse,Accessories,Samsung,7,6085,10140,15,UPI,Corporate,Delivered,Divya
11337,2026-05-15,C11337,Jennifer Lopez,21,Female,East,Bangalore,P3974,Tablet,Electronics,Lenovo,3,54345,58569,20,Credit Card,Corporate,Cancelled,Arun
11338,2025-06-03,C11338,Debbie Potts,27,Female,East,Delhi,P9128,Keyboard,Accessories,Dell,7,1497,54172,10,Cash,Small Business,Delivered,Arun
11339,,C11339,Timothy Washington,40,Female,South,Pune,P8647,Printer,Accessories,Samsung,4,26096,20073,5,Net Banking,Small Business,Delivered,Kumar
11340,2025-03-14,C11340,Heather Sanders,39,Male,South,Chennai,P8736,Keyboard,Accessories,Samsung,1,45221,43323,5,UPI,Consumer,Cancelled,Kumar
11341,2025-09-30,C11341,Stephen Reed,54,Male,East,CHENNAI,P7944,Printer,Electronics,Lenovo,8,73815,37306,5,Debit Card,Consumer,Pending,Kumar
11342,2026-03-09,C11342,Leah Miller,26,Female,West,Delhi,P9172,Keyboard,Electronics,Dell,8,68746,19321,20,Credit Card,Small Business,Cancelled,Arun
11343,2024-10-03,C11343,Larry Vasquez,44,Female,West,Mumbai,P9417,Tablet,Electronics,Lenovo,7,9141,58476,10,Credit Card,Corporate,Returned,Raj
11344,2025-10-19,C11344,Toni Martinez,40,Female,North,Mumbai,P3948,Laptop,Electronics,Dell,2,24838,59070,10,Debit Card,Small Business,Pending,Divya
11345,2025-07-29,C11345,Brittany Mcmahon,44,Male,South,Delhi,P1668,Laptop,Accessories,HP,1,79671,661,10,UPI,Consumer,Returned,Raj
11346,2026-02-20,C11346,Heather Frederick,54,Female,West,Bangalore,P5483,Mobile,Electronics,Logitech,8,48089,9016,15,Cash,Consumer,Pending,Divya
11347,2024-06-26,C11347,,46,Male,North,Mumbai,P2209,Mobile,Electronics,HP,3,47008,8007,10,Debit Card,Small Business,Delivered,Raj
11348,2026-04-03,C11348,David Baker,54,Male,North,Bangalore,P1948,Mobile,Accessories,Logitech,9,38435,30605,0,Cash,Corporate,Delivered,Raj
11349,2024-10-17,C11349,Joshua Roberts,31,Male,North,Delhi,P6667,Mouse,Electronics,Samsung,2,79197,46448,15,Debit Card,Consumer,Pending,Priya
11350,2024-11-07,C11350,Theresa Morales,53,Male,South,Hyderabad,P2931,Tablet,Accessories,Samsung,4,79362,37430,10,Debit Card,Corporate,Cancelled,Arun
11351,2025-03-09,C11351,Tamara Kelly,28,Male,West,Chennai,P6364,Monitor,Electronics,Logitech,6,13085,15395,0,Card123,Consumer,Pending,Arun
11352,2024-07-22,C11352,Jennifer Campbell,41,Female,South,Pune,P3384,Printer,Electronics,Logitech,3,17439,21613,0,Net Banking,Small Business,Delivered,Kumar
11353,2024-08-16,C11353,Katherine Maldonado,19,Male,North,Bangalore,P3258,Printer,Electronics,Logitech,1,18601,49943,15,Debit Card,Corporate,Pending,Raj
11354,2026-04-06,C11354,David Harper,48,Female,East,Hyderabad,P3584,Laptop,Accessories,Dell,6,43595,50770,20,Debit Card,Consumer,Returned,Kumar
11355,2025-09-28,C11355,Shawn Lozano,34,Male,East,Delhi,P5359,Monitor,Electronics,Samsung,2,10642,39159,15,Cash,Consumer,Pending,Arun
11356,2025-03-05,C11356,Ryan Bird,28,Male,North,Mumbai,P4859,,Electronics,,3,34307,16587,15,Debit Card,Small Business,Pending,Raj
11357,2024-12-07,C11357,Sylvia Hammond,57,Male,West,Bangalore,P2059,Monitor,Accessories,Dell,3,15002,41136,15,UPI,Consumer,Cancelled,Arun
11358,2024-11-12,C11358,Brandon Ferrell,48,Female,East,Pune,P5564,Laptop,Accessories,Lenovo,9,57086,20247,20,Credit Card,Small Business,Cancelled,Arun
11359,2025-03-27,C11359,Lindsey Rice,31,,West,Hyderabad,P9721,Laptop,Accessories,Dell,3,24934,31300,5,UPI,Corporate,Delivered,Arun
11360,2024-11-18,C11360,Kim Stanley,35,Female,South,Pune,P8765,Laptop,Accessories,Samsung,1,72133,22870,5,Debit Card,Consumer,Cancelled,Kumar
11361,2025-10-04,C11361,,48,,West,Hyderabad,P1356,Printer,Electronics,Logitech,1,49479,47865,20,Debit Card,Small Business,Delivered,Divya
11362,2025-10-20,C11362,,22,Male,South,Hyderabad,P6810,Keyboard,Electronics,HP,1,53782,39799,0,Debit Card,Small Business,Returned,Arun
11363,2025-04-30,C11363,Gregory Perkins,40,Female,South,Delhi,P3198,Monitor,Electronics,Dell,8,69772,51356,10,Cash,Consumer,Pending,Kumar
11364,2026-05-12,C11364,,46,Male,North,Chennai,P3402,Monitor,Electronics,Apple,2,23767,24514,15,Cash,Corporate,Pending,Divya
11365,2025-09-06,C11365,Daniel Morris,27,Female,South,Mumbai,P8062,Monitor,Accessories,HP,4,45598,51846,10,Cash,Corporate,Cancelled,Raj
11366,2026-02-10,C11366,Charles Perez,54,Male,East,Pune,P5073,Laptop,Accessories,Lenovo,3,33559,21628,20,Cash,Small Business,Delivered,Kumar
11367,2025-01-10,C11367,James Pineda,35,Female,North,Chennai,P5294,Laptop,Electronics,Apple,5,19341,5387,5,Net Banking,Consumer,Delivered,Divya
11368,2025-10-27,C11368,Rachel Perez,46,Female,East,Chennai,P8432,,Electronics,Dell,5,14971,42541,15,UPI,Corporate,Delivered,Raj
11369,2026-01-28,C11369,Matthew Campbell,29,Female,East,Mumbai,P2137,Mouse,Accessories,Dell,8,7588,24178,15,Cash,Corporate,Delivered,Arun
11370,2024-09-01,C11370,Kristen Trevino,46,Male,West,Delhi,P2804,Printer,Accessories,Dell,6,62659,13258,0,UPI,Consumer,Pending,Raj
11371,2025-07-30,C11371,Sharon Griffin,26,Female,West,Delhi,P9397,Keyboard,Electronics,HP,7,23958,43176,0,Net Banking,Corporate,Returned,Priya
11372,2025-05-22,C11372,Denise Turner,51,Male,West,Delhi,P9425,Monitor,Electronics,Dell,6,37257,56741,0,Cash,Small Business,Cancelled,Kumar
11373,2026-04-14,C11373,Melanie Villegas,49,Male,East,Delhi,P9113,Laptop,Electronics,Dell,7,21793,10194,15,Credit Card,Consumer,Returned,Kumar
11374,2025-08-23,C11374,Christina Moore,22,Female,South,Hyderabad,P4479,,Electronics,Lenovo,8,2748,43816,0,Debit Card,Corporate,Pending,Kumar
11375,2025-01-16,C11375,Brian Wright,57,Male,West,Chennai,P6491,Mobile,Electronics,Samsung,6,25030,24136,15,Cash,Small Business,Cancelled,Priya
11376,2026-05-30,C11376,Rachel Hernandez,25,Male,East,Mumbai,P6501,Laptop,Accessories,Apple,1,17862,59542,0,Net Banking,Small Business,Pending,Raj
11377,2026-06-12,C11377,James Woods,29,Male,West,Bangalore,P7224,Monitor,Electronics,Logitech,5,59951,36294,0,Credit Card,Small Business,Cancelled,Raj
11378,2025-12-15,C11378,Travis Bradley,25,Female,North,Hyderabad,P9680,Tablet,Electronics,Apple,7,63979,18213,10,Net Banking,Corporate,Returned,Divya
