Order_ID,Order_Date,Customer_ID,Customer_Name,Customer_Age,Customer_Gender,Region,City,Product_ID,Product_Name,Category,Brand,Quantity,Unit_Price,Unit_Cost,Discount_Percentage,Payment_Method,Customer_Segment,Order_Status,Salesperson,Revenue,Profit,Profit_Margin,Order_Year,Order_Month,Month_Name,Quater,Day_Name,Average_Order_Value
13005,2026-03-25,C13005,Debbie Olson,29,Female,West,Mumbai,P9806,Mobile,Accessories,Dell,4,10780,15752,10,Cash,Corporate,Delivered,Kumar,43120,27368,0.63,2026.0,3.0,March,1.0,Wednesday,10780.0
13006,2026-01-05,C13006,Deanna Lopez,45,Male,South,Hyderabad,P5073,Keyboard,Electronics,Logitech,2,25894,50830,10,Debit Card,Consumer,Cancelled,Divya,51788,958,0.02,2026.0,1.0,January,1.0,Monday,25894.0
13007,2025-05-12,C13007,Steven Ellis,35,Female,North,Bangalore,P8579,Laptop,Electronics,Dell,5,48114,59719,0,UPI,Corporate,Pending,Kumar,240570,180851,0.75,2025.0,5.0,May,2.0,Monday,48114.0
13008,2025-09-03,C13008,Danielle Green,29,Female,North,Hyderabad,P6451,Keyboard,Accessories,HP,4,63418,41770,0,Credit Card,Small Business,Cancelled,Arun,253672,211902,0.84,2025.0,9.0,September,3.0,Wednesday,63418.0
13009,2024-08-11,C13009,Maria Howard,32,Female,South,Hyderabad,P4739,Tablet,Accessories,Logitech,3,21782,35400,10,Cash,Consumer,Pending,Raj,65346,29946,0.46,2024.0,8.0,August,3.0,Sunday,21782.0
13010,2026-04-02,C13010,Catherine Paul,25,Male,South,Mumbai,P1778,Mobile,Accessories,Apple,8,37380,12091,5,UPI,Small Business,Pending,Priya,299040,286949,0.96,2026.0,4.0,April,2.0,Thursday,37380.0
13011,2025-08-07,C13011,Jessica Irwin,22,Male,South,Hyderabad,P2692,Monitor,Accessories,Logitech,8,52925,7520,10,UPI,Small Business,Cancelled,Arun,423400,415880,0.98,2025.0,8.0,August,3.0,Thursday,52925.0
13012,2025-01-20,C13012,Michael Gonzalez,44,Male,South,Bangalore,P5760,Mouse,Electronics,Logitech,6,72872,9337,0,UPI,Corporate,Pending,Priya,437232,427895,0.98,2025.0,1.0,January,1.0,Monday,72872.0
13013,2025-01-11,C13013,Brenda Johnson,18,Female,East,Hyderabad,P6990,Laptop,Electronics,Dell,3,1089860,35016,20,Debit Card,Corporate,Returned,Kumar,3269580,3234564,0.99,2025.0,1.0,January,1.0,Saturday,1089860.0
13014,2026-01-07,C13014,Roberto Wright,45,Female,North,Chennai,P5817,Mouse,Electronics,Logitech,2,21376,846,0,Cash,Small Business,Returned,Divya,42752,41906,0.98,2026.0,1.0,January,1.0,Wednesday,21376.0
13015,2025-10-10,C13015,Dawn Cole MD,18,Female,West,Mumbai,P8698,Tablet,Electronics,Apple,1,50699,55558,20,UPI,Corporate,Returned,Arun,50699,-4859,-0.1,2025.0,10.0,October,4.0,Friday,50699.0
13016,,C13016,Gary Bryant,32,Male,North,Bangalore,P9799,Laptop,Accessories,HP,6,21384,24865,0,Cash,Consumer,Delivered,Priya,128304,103439,0.81,,,,,,21384.0
13017,2026-01-08,C13017,Dustin Dominguez,42,Male,East,Bangalore,P9790,Monitor,Accessories,Dell,5,66470,4544,0,Credit Card,Small Business,Returned,Arun,332350,327806,0.99,2026.0,1.0,January,1.0,Thursday,66470.0
13018,2025-08-08,C13018,Miranda Lyons,41,Female,North,Delhi,P9650,Mouse,Electronics,Dell,5,46697,55384,20,Cash,Corporate,Returned,Arun,233485,178101,0.76,2025.0,8.0,August,3.0,Friday,46697.0
13019,2026-01-31,C13019,Kenneth Hall,56,Female,West,Delhi,P7272,Keyboard,Electronics,Unknown Brand,7,11331,23733,20,UPI,Small Business,Pending,Kumar,79317,55584,0.7,2026.0,1.0,January,1.0,Saturday,11331.0
13020,2026-04-18,C13020,Justin Stevenson,32,Male,West,Pune,P2703,Printer,Accessories,Dell,3,60064,8601,5,Credit Card,Corporate,Returned,Kumar,180192,171591,0.95,2026.0,4.0,April,2.0,Saturday,60064.0
13021,2026-05-08,C13021,Dr. Stacy Johnston,30,Female,South,Hyderabad,P8322,Laptop,Accessories,Lenovo,9,47247,5366,15,Debit Card,Consumer,Delivered,Divya,425223,419857,0.99,2026.0,5.0,May,2.0,Friday,47247.0
13022,2026-02-13,C13022,John Mcguire,56,Male,West,Mumbai,P7633,Mobile,Electronics,Samsung,3,60387,5148,15,Cash,Small Business,Returned,Priya,181161,176013,0.97,2026.0,2.0,February,1.0,Friday,60387.0
13023,2025-03-13,C13023,Nicholas Salas,40,Female,East,Unknown City,P7093,Mouse,Electronics,Dell,1,52220,27617,5,UPI,Consumer,Pending,Priya,52220,24603,0.47,2025.0,3.0,March,1.0,Thursday,52220.0
13024,2024-09-21,C13024,Dawn Jackson,54,Unknown Gender,West,Chennai,P7512,Laptop,Accessories,Dell,4,20235,30274,20,Debit Card,Small Business,Cancelled,Arun,80940,50666,0.63,2024.0,9.0,September,3.0,Saturday,20235.0
13025,2025-07-04,C13025,Michael Delacruz,49,Female,East,Delhi,P7342,Mobile,Accessories,Logitech,1,68615,17634,0,Net Banking,Small Business,Delivered,Priya,68615,50981,0.74,2025.0,7.0,July,3.0,Friday,68615.0
13026,2026-01-20,C13026,Vincent Hahn,20,Male,North,Mumbai,P5296,Printer,Electronics,Lenovo,2,56606,42590,20,Debit Card,Corporate,Delivered,Priya,113212,70622,0.62,2026.0,1.0,January,1.0,Tuesday,56606.0
13027,2025-11-14,C13027,Phillip Potter,33,Female,South,Mumbai,P8709,Mobile,Electronics,Apple,6,31308,32284,5,Net Banking,Consumer,Pending,Arun,187848,155564,0.83,2025.0,11.0,November,4.0,Friday,31308.0
13028,2026-04-06,C13028,John Page,47,Female,West,Delhi,P2927,Keyboard,Electronics,HP,5,40287,14859,20,Debit Card,Consumer,Pending,Arun,201435,186576,0.93,2026.0,4.0,April,2.0,Monday,40287.0
13029,2025-05-24,C13029,Toni Carrillo,44,Female,East,Chennai,P9504,Monitor,Accessories,Logitech,8,64774,6803,10,Credit Card,Small Business,Cancelled,Arun,518192,511389,0.99,2025.0,5.0,May,2.0,Saturday,64774.0
13030,2024-11-25,C13030,Edward Alvarado,23,Female,East,Chennai,P3284,Printer,Accessories,HP,3,25562,31207,0,Cash,Small Business,Cancelled,Raj,76686,45479,0.59,2024.0,11.0,November,4.0,Monday,25562.0
13031,2025-06-05,C13031,Allen Villanueva,55,Female,North,Pune,P3427,Tablet,Accessories,Lenovo,8,72959,28886,15,Net Banking,Corporate,Pending,Divya,583672,554786,0.95,2025.0,6.0,June,2.0,Thursday,72959.0
13032,2025-11-04,C13032,Andrea Cruz,39,Male,North,Delhi,P2262,Monitor,Accessories,Dell,8,43293,49878,5,Net Banking,Small Business,Returned,Kumar,346344,296466,0.86,2025.0,11.0,November,4.0,Tuesday,43293.0
13033,2025-07-09,C13033,Vincent Lee,39,Female,East,Mumbai,P7148,Keyboard,Electronics,HP,1,56209,26361,10,Credit Card,Corporate,Returned,Arun,56209,29848,0.53,2025.0,7.0,July,3.0,Wednesday,56209.0
13034,2025-07-17,C13034,Danielle Conley,48,Male,West,Hyderabad,P6711,Mouse,Electronics,HP,2,25656,57980,10,Debit Card,Consumer,Delivered,Arun,51312,-6668,-0.13,2025.0,7.0,July,3.0,Thursday,25656.0
13035,2024-07-23,C13035,Patricia Clements,47,Male,West,Delhi,P1256,Printer,Accessories,Unknown Brand,8,28058,14401,15,Debit Card,Consumer,Cancelled,Kumar,224464,210063,0.94,2024.0,7.0,July,3.0,Tuesday,28058.0
13036,2025-09-17,C13036,Donna Reeves,41,Male,North,Mumbai,P1871,Keyboard,Electronics,Apple,7,9808,7955,5,Debit Card,Consumer,Returned,Divya,68656,60701,0.88,2025.0,9.0,September,3.0,Wednesday,9808.0
13037,2026-01-09,C13037,James Lamb,25,Female,West,Mumbai,P5659,Mobile,Accessories,Apple,3,28979,46127,5,Net Banking,Consumer,Returned,Raj,86937,40810,0.47,2026.0,1.0,January,1.0,Friday,28979.0
13038,2025-10-10,C13038,Sara Barron,23,Unknown Gender,East,Bangalore,P1017,Keyboard,Accessories,Apple,9,54899,5853,15,Credit Card,Small Business,Cancelled,Divya,494091,488238,0.99,2025.0,10.0,October,4.0,Friday,54899.0
13039,2024-10-06,C13039,Gregory Brown,39,Female,North,Chennai,P4914,Mouse,Electronics,Logitech,1,18363,50634,15,Net Banking,Corporate,Pending,Priya,18363,-32271,-1.76,2024.0,10.0,October,4.0,Sunday,18363.0
13040,2025-05-22,C13040,Ashley Gallagher,40,Female,West,Delhi,P7088,Laptop,Accessories,Samsung,2,27445,6981,0,Cash,Small Business,Delivered,Arun,54890,47909,0.87,2025.0,5.0,May,2.0,Thursday,27445.0
13041,2025-07-18,C13041,Melanie Lutz,50,Male,North,Mumbai,P2747,Printer,Accessories,Lenovo,1,28254,38117,10,UPI,Small Business,Returned,Kumar,28254,-9863,-0.35,2025.0,7.0,July,3.0,Friday,28254.0
13042,2025-07-07,C13042,Catherine Marks,51,Male,East,Hyderabad,P7766,Mobile,Accessories,Logitech,1,57330,56256,10,Net Banking,Corporate,Delivered,Kumar,57330,1074,0.02,2025.0,7.0,July,3.0,Monday,57330.0
13043,2026-03-03,C13043,Jennifer Thompson,36,Male,South,Pune,P6863,Laptop,Electronics,Lenovo,3,24441,52260,0,Credit Card,Corporate,Delivered,Priya,73323,21063,0.29,2026.0,3.0,March,1.0,Tuesday,24441.0
13044,2026-03-01,C13044,Robert Newton,31,Female,North,Delhi,P8264,Mouse,Electronics,HP,7,72331,7616,15,Net Banking,Consumer,Delivered,Priya,506317,498701,0.98,2026.0,3.0,March,1.0,Sunday,72331.0
13045,2024-10-28,C13045,Lisa Nichols,48,Male,West,Chennai,P6407,  Printer  ,Electronics,Lenovo,4,30926,37408,20,Cash,Consumer,Delivered,Arun,123704,86296,0.7,2024.0,10.0,October,4.0,Monday,30926.0
13046,2025-02-21,C13046,Christie Phillips,52,Male,South,PUNE,P4875,Mouse,Accessories,Apple,5,47547,14751,10,Cash,Consumer,Delivered,Priya,237735,222984,0.94,2025.0,2.0,February,1.0,Friday,47547.0
13047,2026-06-08,C13047,Jennifer Morris,30,Female,South,Pune,P3563,Keyboard,Accessories,Dell,3,55686,15074,20,UPI,Corporate,Delivered,Arun,167058,151984,0.91,2026.0,6.0,June,2.0,Monday,55686.0
13048,2026-01-02,C13048,Lindsey Logan,54,Female,West,Bangalore,P1615,Keyboard,Accessories,HP,8,44460,40641,10,Net Banking,Consumer,Delivered,Divya,355680,315039,0.89,2026.0,1.0,January,1.0,Friday,44460.0
13049,2024-12-04,C13049,Kirsten Murphy,34,Male,South,Chennai,P7659,Printer,Electronics,HP,5,74381,39054,0,Cash,Corporate,Returned,Arun,371905,332851,0.89,2024.0,12.0,December,4.0,Wednesday,74381.0
13050,2026-06-17,C13050,Brandon Rivers,30,Male,East,Chennai,P7288,Keyboard,Accessories,HP,2,72103,50101,5,UPI,Corporate,Cancelled,Kumar,144206,94105,0.65,2026.0,6.0,June,2.0,Wednesday,72103.0
13051,2025-05-21,C13051,Tiffany Moody,38,Female,South,Pune,P3601,Mobile,Accessories,Lenovo,2,5236,53540,20,Debit Card,Consumer,Delivered,Priya,10472,-43068,-4.11,2025.0,5.0,May,2.0,Wednesday,5236.0
13052,2025-02-15,C13052,Jacqueline Watson,44,Male,South,Mumbai,P9482,Tablet,Electronics,Dell,3,48125,33772,5,Net Banking,Consumer,Pending,Arun,144375,110603,0.77,2025.0,2.0,February,1.0,Saturday,48125.0
13053,2026-02-03,C13053,Susan Turner,19,Female,West,Mumbai,P2358,Keyboard,Accessories,Logitech,5,1212,14657,0,Net Banking,Small Business,Returned,Divya,6060,-8597,-1.42,2026.0,2.0,February,1.0,Tuesday,1212.0
13054,2024-06-24,C13054,Nicholas Smith,19,Unknown Gender,West,Mumbai,P6663,Monitor,Electronics,Apple,6,74458,33774,5,Credit Card,Consumer,Returned,Priya,446748,412974,0.92,2024.0,6.0,June,2.0,Monday,74458.0
13055,2024-11-26,C13055,Bruce Rosario,56,Female,North,Pune,P2717,Monitor,Electronics,Samsung,9,22137,28895,15,Net Banking,Corporate,Cancelled,Priya,199233,170338,0.85,2024.0,11.0,November,4.0,Tuesday,22137.0
13056,2026-01-02,C13056,Robert Sanchez,42,Female,East,Hyderabad,P5393,Keyboard,Accessories,Unknown Brand,1,68377,39373,5,Net Banking,Consumer,Returned,Arun,68377,29004,0.42,2026.0,1.0,January,1.0,Friday,68377.0
13057,2026-02-01,C13057,Michael Martinez,0,Male,South,Bangalore,P7179,Keyboard,Accessories,HP,4,54434,37400,15,UPI,Small Business,Cancelled,Arun,217736,180336,0.83,2026.0,2.0,February,1.0,Sunday,54434.0
13058,2025-06-22,C13058,Samantha Perez,58,Female,South,Bangalore,P9768,Tablet,Accessories,Lenovo,1,39545,34061,10,Net Banking,Small Business,Delivered,Priya,39545,5484,0.14,2025.0,6.0,June,2.0,Sunday,39545.0
13059,2025-03-11,C13059,Jamie Miller,56,Male,South,Hyderabad,P6846,Monitor,Accessories,Samsung,1,38402,29543,5,Cash,Consumer,Delivered,Arun,38402,8859,0.23,2025.0,3.0,March,1.0,Tuesday,38402.0
13060,2025-04-17,C13060,Sandy Gomez,32,Female,West,Delhi,P7636,Mobile,Accessories,Dell,5,49305,53196,5,Debit Card,Small Business,Returned,Kumar,246525,193329,0.78,2025.0,4.0,April,2.0,Thursday,49305.0
13061,2026-05-16,C13061,Russell Mahoney,47,Female,East,Hyderabad,P1740,Printer,Electronics,Samsung,8,60402,53036,10,Debit Card,Small Business,Delivered,Arun,483216,430180,0.89,2026.0,5.0,May,2.0,Saturday,60402.0
13062,2025-07-30,C13062,Nicholas Horton,46,Male,South,Mumbai,P3795,Unknown Product,Accessories,Lenovo,5,32250,54712,20,UPI,Small Business,Delivered,Raj,161250,106538,0.66,2025.0,7.0,July,3.0,Wednesday,32250.0
13063,2025-06-24,C13063,John Mays,51,Unknown Gender,West,Delhi,P6881,Mouse,Accessories,Logitech,3,43855,30013,5,UPI,Consumer,Returned,Priya,131565,101552,0.77,2025.0,6.0,June,2.0,Tuesday,43855.0
13064,2025-12-04,C13064,Kimberly Phillips,36,Female,East,Mumbai,P5804,Keyboard,Accessories,Unknown Brand,8,5106,15478,20,UPI,Corporate,Pending,Priya,40848,25370,0.62,2025.0,12.0,December,4.0,Thursday,5106.0
13065,2026-03-16,C13065,Isabel Richardson,44,Male,East,Hyderabad,P7096,Mobile,Accessories,Samsung,6,20369,39488,5,Credit Card,Corporate,Delivered,Raj,122214,82726,0.68,2026.0,3.0,March,1.0,Monday,20369.0
13066,2026-02-26,C13066,Cynthia Gross,40,Female,North,Pune,P2800,Monitor,Accessories,Lenovo,2,49399,35380,20,Credit Card,Small Business,Cancelled,Arun,98798,63418,0.64,2026.0,2.0,February,1.0,Thursday,49399.0
13067,2024-09-06,C13067,Kelly Spencer,38,Female,North,Pune,P3179,  Laptop  ,Electronics,Lenovo,4,59761,41069,15,Credit Card,Corporate,Delivered,Kumar,239044,197975,0.83,2024.0,9.0,September,3.0,Friday,59761.0
13068,2024-11-04,C13068,Timothy Marquez,53,Male,West,Delhi,P2439,Printer,Accessories,Lenovo,7,70475,33596,15,UPI,Small Business,Returned,Raj,493325,459729,0.93,2024.0,11.0,November,4.0,Monday,70475.0
13069,2024-08-15,C13069,Jason Bennett,41,Male,North,Chennai,P8552,Mouse,Electronics,Logitech,8,31488,29942,20,Net Banking,Corporate,Returned,Priya,251904,221962,0.88,2024.0,8.0,August,3.0,Thursday,31488.0
13070,2025-10-17,C13070,Sara Maldonado,54,Male,West,Mumbai,P4647,Unknown Product,Electronics,HP,8,32773,57114,15,Credit Card,Consumer,Returned,Arun,262184,205070,0.78,2025.0,10.0,October,4.0,Friday,32773.0
13071,2025-02-21,C13071,Lindsay Hunt,54,Female,North,Mumbai,P9756,Keyboard,Electronics,Unknown Brand,4,76502,49257,0,UPI,Corporate,Delivered,Priya,306008,256751,0.84,2025.0,2.0,February,1.0,Friday,76502.0
13072,2026-04-03,C13072,Brittany Drake,57,Female,South,Pune,P1712,Mobile,Accessories,Samsung,7,16850,24464,10,Debit Card,Corporate,Delivered,Divya,117950,93486,0.79,2026.0,4.0,April,2.0,Friday,16850.0
13073,2024-07-02,C13073,James Zamora,36,Male,East,Hyderabad,P5123,Mobile,Accessories,Apple,6,48804,45214,10,Credit Card,Small Business,Returned,Divya,292824,247610,0.85,2024.0,7.0,July,3.0,Tuesday,48804.0
13074,2024-09-14,C13074,Becky Duncan,44,Female,West,Hyderabad,P8286,Tablet,Electronics,Samsung,6,39374,49283,5,Credit Card,Small Business,Returned,Kumar,236244,186961,0.79,2024.0,9.0,September,3.0,Saturday,39374.0
13075,2025-04-20,C13075,Brenda Sims,39,Unknown Gender,South,Pune,P6043,Mouse,Accessories,Unknown Brand,5,3070,30578,20,Debit Card,Corporate,Delivered,Arun,15350,-15228,-0.99,2025.0,4.0,April,2.0,Sunday,3070.0
13076,2026-03-03,C13076,Whitney Burgess,21,Male,West,Hyderabad,P1752,Tablet,Accessories,Logitech,6,18303,27284,20,Debit Card,Corporate,Cancelled,Priya,109818,82534,0.75,2026.0,3.0,March,1.0,Tuesday,18303.0
13077,2026-05-06,C13077,William Horton,47,Male,East,Bangalore,P9172,Printer,Electronics,Logitech,9,31542,54266,10,Cash,Small Business,Cancelled,Raj,283878,229612,0.81,2026.0,5.0,May,2.0,Wednesday,31542.0
13078,2024-09-29,C13078,Jessica Allen,34,Female,East,Bangalore,P8872,Monitor,Accessories,Unknown Brand,3,45684,24267,15,Debit Card,Small Business,Returned,Divya,137052,112785,0.82,2024.0,9.0,September,3.0,Sunday,45684.0
13079,2026-04-04,C13079,David Cruz,32,Male,South,Chennai,P8250,Mobile,Electronics,Dell,8,14800,37418,0,Credit Card,Corporate,Returned,Raj,118400,80982,0.68,2026.0,4.0,April,2.0,Saturday,14800.0
13080,2025-11-16,C13080,Robert Nguyen,49,Male,South,MUMBAI,P8220,Mouse,Accessories,Logitech,7,9389,58253,0,Debit Card,Corporate,Cancelled,Priya,65723,7470,0.11,2025.0,11.0,November,4.0,Sunday,9389.0
13081,2025-03-18,C13081,Ryan Lee,54,Male,South,Hyderabad,P1315,Printer,Electronics,Logitech,2,27590,47041,5,Cash,Corporate,Delivered,Arun,55180,8139,0.15,2025.0,3.0,March,1.0,Tuesday,27590.0
13082,2025-11-01,C13082,Beth Obrien,31,Female,North,Mumbai,P1981,Mouse,Accessories,Lenovo,8,8970,8007,10,Net Banking,Consumer,Pending,Priya,71760,63753,0.89,2025.0,11.0,November,4.0,Saturday,8970.0
13083,2024-10-13,C13083,Mary Cooper,39,Female,South,Pune,P4549,Monitor,Electronics,Lenovo,3,31337,10106,0,Debit Card,Corporate,Delivered,Kumar,94011,83905,0.89,2024.0,10.0,October,4.0,Sunday,31337.0
13084,2025-09-22,C13084,Michael Camacho,35,Female,West,Hyderabad,P7326,Tablet,Accessories,Apple,2,51767,47000,0,Cash,Small Business,Pending,Priya,103534,56534,0.55,2025.0,9.0,September,3.0,Monday,51767.0
13085,2025-04-03,C13085,Ryan Hayden,42,Male,South,Bangalore,P3816,Mobile,Accessories,Lenovo,4,72615,57051,15,Debit Card,Corporate,Returned,Priya,290460,233409,0.8,2025.0,4.0,April,2.0,Thursday,72615.0
13086,2026-05-15,C13086,Douglas Johnson,20,Male,East,Mumbai,P2165,Laptop,Accessories,Samsung,4,31566,8438,20,Cash,Corporate,Cancelled,Arun,126264,117826,0.93,2026.0,5.0,May,2.0,Friday,31566.0
13087,2024-06-27,C13087,Justin Johnson,25,Female,West,Bangalore,P9388,Monitor,Electronics,Dell,6,4293,3729,10,Debit Card,Corporate,Pending,Priya,25758,22029,0.86,2024.0,6.0,June,2.0,Thursday,4293.0
13088,2025-09-26,C13088,Mr. George Brown,42,Female,North,Hyderabad,P9041,Printer,Accessories,Samsung,2,54059,2121,5,Debit Card,Small Business,Returned,Kumar,108118,105997,0.98,2025.0,9.0,September,3.0,Friday,54059.0
13089,2024-09-11,C13089,Brian Atkins,31,Male,South,Pune,P5414,Mobile,Electronics,Lenovo,5,39595,10411,20,UPI,Consumer,Returned,Kumar,197975,187564,0.95,2024.0,9.0,September,3.0,Wednesday,39595.0
13090,2026-03-15,C13090,Amber Davis,57,Female,North,Mumbai,P1256,  Mobile  ,Accessories,Logitech,1,36456,54594,0,Cash,Consumer,Delivered,Raj,36456,-18138,-0.5,2026.0,3.0,March,1.0,Sunday,36456.0
13091,2026-02-02,C13091,Lori Martinez,45,Female,East,Pune,P7178,Mobile,Accessories,Logitech,9,32637,42741,0,Net Banking,Corporate,Pending,Arun,293733,250992,0.85,2026.0,2.0,February,1.0,Monday,32637.0
13092,2026-04-29,C13092,James Tate,40,Male,West,Mumbai,P2648,Monitor,Electronics,Unknown Brand,9,53793,19813,20,Debit Card,Consumer,Cancelled,Divya,484137,464324,0.96,2026.0,4.0,April,2.0,Wednesday,53793.0
13093,2026-02-21,C13093,Ernest Lewis II,23,Male,West,Pune,P3754,Mobile,Accessories,Lenovo,5,50595,24668,0,Cash,Small Business,Cancelled,Priya,252975,228307,0.9,2026.0,2.0,February,1.0,Saturday,50595.0
13094,2025-05-29,C13094,Brian Ayala,55,Female,East,Mumbai,P4571,Laptop,Accessories,Logitech,2,52773,13341,15,Net Banking,Consumer,Pending,Raj,105546,92205,0.87,2025.0,5.0,May,2.0,Thursday,52773.0
13095,2026-06-07,C13095,Karen Scott,27,Female,North,Mumbai,P4041,Laptop,Accessories,Lenovo,6,7505,47277,0,Debit Card,Corporate,Returned,Kumar,45030,-2247,-0.05,2026.0,6.0,June,2.0,Sunday,7505.0
13096,2026-03-10,C13096,James Shaw,58,Male,South,Pune,P9642,Mouse,Accessories,Lenovo,8,25929,45979,20,Cash,Corporate,Pending,Raj,207432,161453,0.78,2026.0,3.0,March,1.0,Tuesday,25929.0
13097,2025-11-19,C13097,Susan Reid,59,Female,East,Hyderabad,P7041,Tablet,Accessories,Unknown Brand,6,76794,4751,5,Debit Card,Small Business,Delivered,Raj,460764,456013,0.99,2025.0,11.0,November,4.0,Wednesday,76794.0
13098,2026-03-06,C13098,Nathan Perkins,25,Female,West,Mumbai,P6941,Laptop,Accessories,Dell,6,45938,53261,0,Cash,Consumer,Delivered,Kumar,275628,222367,0.81,2026.0,3.0,March,1.0,Friday,45938.0
13099,2025-08-28,C13099,Theresa Farmer,55,Female,North,Pune,P2855,Mobile,Accessories,Logitech,8,58001,31597,15,Credit Card,Corporate,Delivered,Priya,464008,432411,0.93,2025.0,8.0,August,3.0,Thursday,58001.0
13100,2026-02-10,C13100,Lindsay Martin,37,Male,South,Bangalore,P1408,Tablet,Accessories,Logitech,2,24541,43554,15,Credit Card,Small Business,Pending,Arun,49082,5528,0.11,2026.0,2.0,February,1.0,Tuesday,24541.0
13101,2025-02-04,C13101,Matthew Palmer,45,Male,North,Mumbai,P3411,Monitor,Accessories,Lenovo,5,61548,17115,15,UPI,Consumer,Cancelled,Kumar,307740,290625,0.94,2025.0,2.0,February,1.0,Tuesday,61548.0
13102,2025-07-27,C13102,Anthony Lewis,54,Female,West,Pune,P5103,Keyboard,Accessories,Dell,4,23604,43914,10,Cash,Corporate,Delivered,Arun,94416,50502,0.53,2025.0,7.0,July,3.0,Sunday,23604.0
13103,2025-10-10,C13103,Lori Buckley,41,Male,West,Chennai,P1331,Keyboard,Accessories,Lenovo,4,27993,13179,0,Net Banking,Corporate,Delivered,Divya,111972,98793,0.88,2025.0,10.0,October,4.0,Friday,27993.0
13104,2025-08-28,C13104,Cesar Carter,22,Male,West,Bangalore,P5115,Monitor,Accessories,Apple,1,45691,50813,5,Net Banking,Corporate,Pending,Arun,45691,-5122,-0.11,2025.0,8.0,August,3.0,Thursday,45691.0
13105,2026-01-13,C13105,Christopher Johnson,26,Female,East,Pune,P4850,Keyboard,Accessories,HP,3,32043,4088,20,Cash,Corporate,Delivered,Arun,96129,92041,0.96,2026.0,1.0,January,1.0,Tuesday,32043.0
13106,2026-04-04,C13106,Paula Mcintosh,49,Male,East,Hyderabad,P5268,Tablet,Accessories,Lenovo,1,15109,24959,5,Net Banking,Small Business,Cancelled,Arun,15109,-9850,-0.65,2026.0,4.0,April,2.0,Saturday,15109.0
13107,2024-09-11,C13107,Nathaniel Jones,32,Female,North,Mumbai,P7379,Keyboard,Electronics,Apple,8,49778,40458,0,Debit Card,Consumer,Delivered,Priya,398224,357766,0.9,2024.0,9.0,September,3.0,Wednesday,49778.0
13108,2025-12-14,C13108,Stephen Williams,30,Unknown Gender,North,Delhi,P3574,Mobile,Electronics,HP,1,46397,42915,5,Debit Card,Small Business,Returned,Raj,46397,3482,0.08,2025.0,12.0,December,4.0,Sunday,46397.0
13109,2026-06-08,C13109,Patricia Ray,59,Male,North,Bangalore,P4125,Tablet,Electronics,Logitech,9,34363,34861,15,Debit Card,Small Business,Cancelled,Arun,309267,274406,0.89,2026.0,6.0,June,2.0,Monday,34363.0
13110,2026-05-26,C13110,Jacob Smith,19,Female,South,Delhi,P9562,Laptop,Accessories,HP,4,79059,14987,10,Net Banking,Corporate,Returned,Arun,316236,301249,0.95,2026.0,5.0,May,2.0,Tuesday,79059.0
13111,2025-04-09,C13111,Jody Rich,47,Male,North,Mumbai,P5106,Keyboard,Accessories,HP,4,55263,16648,5,Debit Card,Small Business,Delivered,Priya,221052,204404,0.92,2025.0,4.0,April,2.0,Wednesday,55263.0
13112,2025-09-02,C13112,Kristen Barrett,28,Female,South,Chennai,P8566,Keyboard,Accessories,Samsung,7,72309,25880,0,UPI,Corporate,Pending,Divya,506163,480283,0.95,2025.0,9.0,September,3.0,Tuesday,72309.0
13113,2024-09-08,C13113,Matthew Salinas,46,Female,East,Mumbai,P4445,Printer,Accessories,Lenovo,7,66982,48037,0,Net Banking,Corporate,Returned,Priya,468874,420837,0.9,2024.0,9.0,September,3.0,Sunday,66982.0
13114,2026-03-29,C13114,Jennifer Lewis,21,Male,South,Hyderabad,P9275,Monitor,Electronics,Logitech,4,3477,39549,20,UPI,Small Business,Cancelled,Kumar,13908,-25641,-1.84,2026.0,3.0,March,1.0,Sunday,3477.0
13115,2024-07-26,C13115,Jessica Howe,43,Male,North,Pune,P3026,Tablet,Electronics,HP,6,23252,3403,15,Net Banking,Consumer,Delivered,Priya,139512,136109,0.98,2024.0,7.0,July,3.0,Friday,23252.0
13116,2024-07-22,C13116,Corey Sanchez,26,Male,West,Bangalore,P2082,Laptop,Accessories,Lenovo,8,54186,54644,15,UPI,Small Business,Returned,Kumar,433488,378844,0.87,2024.0,7.0,July,3.0,Monday,54186.0
13117,2025-05-17,C13117,John Wilson,45,Female,North,Chennai,P7259,Monitor,Accessories,Logitech,3,8896,50245,15,UPI,Small Business,Pending,Priya,26688,-23557,-0.88,2025.0,5.0,May,2.0,Saturday,8896.0
13118,2024-07-23,C13118,Michael Peters,49,Male,East,Delhi,P7866,Keyboard,Electronics,Dell,9,45427,7467,10,Net Banking,Consumer,Cancelled,Priya,408843,401376,0.98,2024.0,7.0,July,3.0,Tuesday,45427.0
13119,2026-05-17,C13119,Robert Ramos,45,Female,South,Bangalore,P6242,Mouse,Electronics,Samsung,6,21012,59856,10,Cash,Consumer,Returned,Raj,126072,66216,0.53,2026.0,5.0,May,2.0,Sunday,21012.0
13120,2024-11-22,C13120,Amy Schmitt,59,Male,South,Delhi,P1205,Tablet,Electronics,Apple,4,64109,49665,15,Cash,Corporate,Returned,Raj,256436,206771,0.81,2024.0,11.0,November,4.0,Friday,64109.0
